City_id;City;Country;Population
850;Арагуари;Бразилия;8274677
851;Русвельт;США;4106433
852;Вествуд;США;6253564
853;Силвер-Лейк;США;2269847
854;Рокпорт;США;8213817
855;Маастрихт;Нидерланды;9933957
856;Золотухино;Россия;858870
857;Данмор;США;3464270
858;Меридиан Хиллс;США;2793085
859;Чкаловск;Таджикистан;6706396
860;Андропов;Россия;1671998
861;Kouvola;Финляндия;2792796
862;Гап;Франция;1662916
863;Ла-Кросс;США;7609476
864;Вашингтон-Террас;США;103592
865;Ахалцихе;Грузия;5754184
866;Курах;Россия;6527697
867;Клэйтон;США;1444843
868;Коноша;Россия;4853265
869;Палм-Спрингс;США;1219891
870;Тюбинген;Германия;6229070
871;Кейси;США;8293062
872;Мидланд-Сити;США;3154486
873;Феррара;Италия;1022468
874;Дентон;США;6490679
875;Юба-Сити;США;206832
876;Иамагата;Япония;609852
877;Беверли;США;9509969
878;Нью-Филадельфия;США;7447603
879;Срем;Польша;4456894
880;Кобленц;Германия;8244475
881;Кишивада;Япония;1115754
882;Наилси;Великобритания;1897871
883;Агара;Грузия;4140223
884;Вилла-Парк;США;653263
885;Милл-Виллидж;США;162378
886;Ганнисон;США;7574773
887;Винтер-Хавен;США;8962541
888;Саут-Клинтон;США;8367021
889;Вердан;Канада;3868747
890;Флемингтон;США;9292261
891;Майрхофен;Австрия;7622228
892;Гулф Хиллс;США;935664
893;Дэйтон;США;7892963
894;Монклова;Мексика;6268892
895;Саскылах;Россия;7268567
896;Рышканы;Молдова;6697195
897;Порт-Артур;США;8227374
898;Элмвуд-Плейс;США;7024973
899;Краков (ш. ул. Вроклавска);Польша;2364976
900;Катанцаро;Италия;2320109
901;Древ;США;8105608
902;Панихати;Индия;7094776
903;Комсомольск;Россия;7201883
904;Бундаберг;Австралия;343252
905;Донецк;Украина;8067899
906;Консепсион-дель-Уругвай;Аргентина;7324039
907;Явор;Польша;7367605
908;Вестфилд;США;5686495
909;Ламбертвилл;США;5933737
910;Миссоула;США;7770241
911;Белозерка;Украина;7789840
912;Салехард;Россия;675348
913;Наманган;Узбекистан;1788636
914;Алма-Ата;Казахстан;4699685
915;Артемовск;Украина;7216734
916;Дэвис;США;9714714
917;Элизабет-Сити;США;5978974
918;Красногорское;Россия;9201809
919;Би-Ридж;США;5338671
920;Людвигсбург;Германия;3510464
921;Пемброк;США;726086
922;Шумское;Украина;6507302
923;Лейк-Парсиппани;США;8893399
924;Онтарио;США;6431948
925;Кзылту;Казахстан;196034
926;Бала-Кинвид;США;7678209
927;Оушн-Гейт;США;1032518
928;Крыжополь;Украина;2110567
929;Камень-Рыболов;Россия;1364438
930;Тарко-Сале;Россия;3421363
931;Арсеньев;Россия;7318544
932;Дес Перес;США;8531191
933;Белград;Югославия;1872602
934;Слуцк;Беларусь;4086535
935;Веравал;Индия;1882727
936;Фараб;Туркменистан;9118211
937;Лондрина;Бразилия;9273449
938;Дзирзонев;Польша;1309760
939;Роттердам;США;3764296
940;Венеция;Италия;3770626
941;Хампден;США;9513861
942;Тэйлор;США;2697819
943;Патерсон;США;7928444
944;Толук;Киргызстан;1516138
945;Рудня;Россия;2883394
946;Белен;Бразилия;2936114
947;Умба;Россия;8496249
948;Ирбит;Россия;2018416
949;Хьюстон;США;4027648
950;Никополь;Украина;8480398
951;Карнал;Индия;159288
952;Делта;США;3437368
953;Брик;США;1483862
954;Излучинск;Россия;3657031
955;Сант-Томас;Канада;8287386
956;Отавара;Япония;1347724
957;Портланд;США;4813681
958;Медведево;Россия;6297914
959;Беломорск;Россия;8758926
960;Стоктон-он-Тис;Великобритания;7772591
961;Дружба;Украина;8613592
962;Палдиски;Эстония;8222273
963;Бекдаш;Туркменистан;6027163
964;Ботошани;Румыния;177833
965;Мёлхаусен;Германия;9340558
966;Хайдаркен;Киргызстан;7062051
967;Пистойя;Италия;8153023
968;Попасная;Украина;598303
969;Подосиновец;Россия;8627720
970;Тоёока;Япония;134372
971;Брин-Мавр;США;7495396
972;Гиссен;Германия;6658272
973;Березники;Россия;4764614
974;Макаров;Россия;1751653
975;Мускегон-Хейгтс;США;3328483
976;Полушкино;Россия;6754721
977;Наихати;Индия;2342699
978;Голобы;Украина;7177538
979;Норвалк;США;5791806
980;Горняк;Россия;4921215
981;Котка;Финляндия;4492252
982;Державинск;Казахстан;9286762
983;Веллстон;США;8328225
984;Ирдынь;Украина;216645
985;Ист Йордан;США;3263105
986;Ньюнкирхен;Германия;3017052
987;Хилдебран;США;8791863
988;Сенека;США;2448741
989;Калининабад;Таджикистан;4191461
990;Гробиня;Латвия;9983824
991;Кубатлы;Азербайджан;3794121
992;Кирьят-Малахи;Израиль;6685532
993;Брамптон;Канада;7823778
994;Кумберленд-Сити;США;7215680
995;Белый Дом;США;3020911
996;Денвер;США;1351550
997;Тачикава;Япония;1905666
998;Кайфенг;Китай;8751376
999;Левисбург;США;7008602
